Fitbit Blaze Smartwatch Blue - Larg	159.99	http://argos.scene7.com/is/image/Argos/5226171_R_SET?$Listers$	2	[{"author":"nickname","text":"This Fitbit Blaze Smartwatch Blue - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Smartwatch Blue - Larg","rating":1.1,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Smartwatch Blue - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Smartwatch Blue - Larg","rating":1.2,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Smartwatch Blue - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Smartwatch Blue - Larg","rating":4.3,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Blaze Smartwatch Blue - Larg, is an absolute bargain at £159.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Fitbit Blaze Large Smartwatch - Plu	159.99	http://argos.scene7.com/is/image/Argos/5226638_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Blaze Large Smartwatch - Plu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Large Smartwatch - Plu","rating":2.9,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Large Smartwatch - Plu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Large Smartwatch - Plu","rating":1,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Large Smartwatch - Plu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Large Smartwatch - Plu","rating":4.1,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Blaze Large Smartwatch - Plu, is an absolute bargain at £159.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Blaze Smartwatch Black - Larg	159.99	http://argos.scene7.com/is/image/Argos/5195013_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Blaze Smartwatch Black - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Smartwatch Black - Larg","rating":3.3,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Smartwatch Black - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Smartwatch Black - Larg","rating":4.3,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Smartwatch Black - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Smartwatch Black - Larg","rating":2.4,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Blaze Smartwatch Black - Larg, is an absolute bargain at £159.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Fitbit Blaze Small Smartwatch - Blu	159.99	http://argos.scene7.com/is/image/Argos/5226614_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Blu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Blu","rating":3.2,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Blu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Blu","rating":3.5,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Blu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Blu","rating":3.6,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Blaze Small Smartwatch - Blu, is an absolute bargain at £159.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	0
Fitbit Blaze Small Smartwatch - Plu	159.99	http://argos.scene7.com/is/image/Argos/5218330_R_SET?$Listers$	2	[{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Plu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Plu","rating":1,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Plu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Plu","rating":2.4,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Plu was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Plu","rating":2.7,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Blaze Small Smartwatch - Plu, is an absolute bargain at £159.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Fitbit Blaze Small Smartwatch - Blac	159.99	http://argos.scene7.com/is/image/Argos/5221523_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Blac","rating":3.7,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Blac","rating":2.5,"date":1458660721017},{"author":"nickname","text":"This Fitbit Blaze Small Smartwatch - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Blaze Small Smartwatch - Blac","rating":2.7,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Blaze Small Smartwatch - Blac, is an absolute bargain at £159.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Microsoft Band 2 Medium - Blac	149.99	http://argos.scene7.com/is/image/Argos/4457202_R_SET?$Listers$	2	[{"author":"nickname","text":"This Microsoft Band 2 Medium - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Medium - Blac","rating":1.4,"date":1458660721017},{"author":"nickname","text":"This Microsoft Band 2 Medium - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Medium - Blac","rating":3,"date":1458660721017},{"author":"nickname","text":"This Microsoft Band 2 Medium - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Medium - Blac","rating":2.1,"date":1458660721017}]	Perfect for individuals OR families, this product , a Microsoft Band 2 Medium - Blac, is an absolute bargain at £149.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	0
Fitbit Charge HR Large Heart Rate Monitor Wristband - Black	99.99	http://argos.scene7.com/is/image/Argos/4253640_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge HR Large Heart Rate Monitor Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Large Heart Rate Monitor Wristband - Black","rating":1.6,"date":1458660721017},{"author":"nickname","text":"This Fitbit Charge HR Large Heart Rate Monitor Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Large Heart Rate Monitor Wristband - Black","rating":1.8,"date":1458660721017},{"author":"nickname","text":"This Fitbit Charge HR Large Heart Rate Monitor Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Large Heart Rate Monitor Wristband - Black","rating":4.4,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Charge HR Large Heart Rate Monitor Wristband - Black, is an absolute bargain at £99.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	2
Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum	99.99	http://argos.scene7.com/is/image/Argos/3928385_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum","rating":3.8,"date":1458660721017},{"author":"nickname","text":"This Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum","rating":2.3,"date":1458660721017},{"author":"nickname","text":"This Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum","rating":3.5,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Charge HR Small Heart Rate Monitor Wristband - Plum, is an absolute bargain at £99.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	5
Fitbit Surge Large Activity Tracker Wristband - Black	157.99	http://argos.scene7.com/is/image/Argos/4112365_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Surge Large Activity Tracker Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Large Activity Tracker Wristband - Black","rating":2.9,"date":1458660721017},{"author":"nickname","text":"This Fitbit Surge Large Activity Tracker Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Large Activity Tracker Wristband - Black","rating":3.4,"date":1458660721017},{"author":"nickname","text":"This Fitbit Surge Large Activity Tracker Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Large Activity Tracker Wristband - Black","rating":2.3,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Surge Large Activity Tracker Wristband - Black, is an absolute bargain at £157.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Surge Ultimate Fitness Super Watch Small - Blac	157.99	http://argos.scene7.com/is/image/Argos/4089003_R_SET?$Listers$	2	[{"author":"nickname","text":"This Fitbit Surge Ultimate Fitness Super Watch Small - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Ultimate Fitness Super Watch Small - Blac","rating":3.3,"date":1458660721017},{"author":"nickname","text":"This Fitbit Surge Ultimate Fitness Super Watch Small - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Ultimate Fitness Super Watch Small - Blac","rating":1.7,"date":1458660721017},{"author":"nickname","text":"This Fitbit Surge Ultimate Fitness Super Watch Small - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Ultimate Fitness Super Watch Small - Blac","rating":2,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Surge Ultimate Fitness Super Watch Small - Blac, is an absolute bargain at £157.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum	99.99	http://argos.scene7.com/is/image/Argos/3925625_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum","rating":2.5,"date":1458660721017},{"author":"nickname","text":"This Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum","rating":2.8,"date":1458660721017},{"author":"nickname","text":"This Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum","rating":3.2,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Charge HR Large Heart Rate Monitor Wristband - Plum, is an absolute bargain at £99.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Fitbit Flex Wireless Activity and Sleep Wristband - Black	59.99	http://argos.scene7.com/is/image/Argos/4041261_R_SET?$Listers$	4	[{"author":"nickname","text":"This Fitbit Flex Wireless Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Activity and Sleep Wristband - Black","rating":4.7,"date":1458660721017},{"author":"nickname","text":"This Fitbit Flex Wireless Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Activity and Sleep Wristband - Black","rating":4.2,"date":1458660721017},{"author":"nickname","text":"This Fitbit Flex Wireless Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Activity and Sleep Wristband - Black","rating":2.1,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Flex Wireless Activity and Sleep Wristband - Black, is an absolute bargain at £59.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	0
Fitbit Surge Blue - Larg	157.99	http://argos.scene7.com/is/image/Argos/5032516_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Surge Blue - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Blue - Larg","rating":1.2,"date":1458660721017},{"author":"nickname","text":"This Fitbit Surge Blue - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Blue - Larg","rating":4.2,"date":1458660721017},{"author":"nickname","text":"This Fitbit Surge Blue - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Blue - Larg","rating":3.8,"date":1458660721017}]	Perfect for individuals OR families, this product , a Fitbit Surge Blue - Larg, is an absolute bargain at £157.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Microsoft Band 2 Large - Blac	149.99	http://argos.scene7.com/is/image/Argos/4475239_R_SET?$Listers$	2	[{"author":"nickname","text":"This Microsoft Band 2 Large - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Large - Blac","rating":2,"date":1458660721017},{"author":"nickname","text":"This Microsoft Band 2 Large - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Large - Blac","rating":2.2,"date":1458660721017},{"author":"nickname","text":"This Microsoft Band 2 Large - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Large - Blac","rating":2.4,"date":1458660721017}]	Perfect for individuals OR families, this product , a Microsoft Band 2 Large - Blac, is an absolute bargain at £149.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Charge Large Activity and Sleep Wristband - Black	89.99	http://argos.scene7.com/is/image/Argos/3955303_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge Large Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge Large Activity and Sleep Wristband - Black","rating":1.9,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge Large Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge Large Activity and Sleep Wristband - Black","rating":3.2,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge Large Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge Large Activity and Sleep Wristband - Black","rating":2.8,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Charge Large Activity and Sleep Wristband - Black, is an absolute bargain at £89.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Charge HR Tangerine - Larg	119.99	http://argos.scene7.com/is/image/Argos/5012330_R_SET?$Listers$	2	[{"author":"nickname","text":"This Fitbit Charge HR Tangerine - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Tangerine - Larg","rating":1.9,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge HR Tangerine - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Tangerine - Larg","rating":2.3,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge HR Tangerine - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Tangerine - Larg","rating":1.8,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Charge HR Tangerine - Larg, is an absolute bargain at £119.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	2
Fitbit Charge HR Tangerine - Smal	119.99	http://argos.scene7.com/is/image/Argos/5031562_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge HR Tangerine - Smal was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Tangerine - Smal","rating":4.7,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge HR Tangerine - Smal was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Tangerine - Smal","rating":2.3,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge HR Tangerine - Smal was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Tangerine - Smal","rating":3.2,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Charge HR Tangerine - Smal, is an absolute bargain at £119.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Surge Blue - Smal	157.99	http://argos.scene7.com/is/image/Argos/5018695_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Surge Blue - Smal was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Blue - Smal","rating":3.5,"date":1458660721018},{"author":"nickname","text":"This Fitbit Surge Blue - Smal was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Blue - Smal","rating":3.5,"date":1458660721018},{"author":"nickname","text":"This Fitbit Surge Blue - Smal was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Blue - Smal","rating":2.4,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Surge Blue - Smal, is an absolute bargain at £157.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	3
Fitbit Surge Tangerine - Larg	157.99	http://argos.scene7.com/is/image/Argos/5032372_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Surge Tangerine - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Tangerine - Larg","rating":4,"date":1458660721018},{"author":"nickname","text":"This Fitbit Surge Tangerine - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Tangerine - Larg","rating":4.4,"date":1458660721018},{"author":"nickname","text":"This Fitbit Surge Tangerine - Larg was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Surge Tangerine - Larg","rating":1.4,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Surge Tangerine - Larg, is an absolute bargain at £157.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	4
Fitbit Charge Small Activity and Sleep Wristband - Black	89.99	http://argos.scene7.com/is/image/Argos/4133179_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge Small Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge Small Activity and Sleep Wristband - Black","rating":3.5,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge Small Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge Small Activity and Sleep Wristband - Black","rating":2.7,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge Small Activity and Sleep Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge Small Activity and Sleep Wristband - Black","rating":3.9,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Charge Small Activity and Sleep Wristband - Black, is an absolute bargain at £89.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Microsoft Band 2 Small - Blac	149.99	http://argos.scene7.com/is/image/Argos/4475590_R_SET?$Listers$	3	[{"author":"nickname","text":"This Microsoft Band 2 Small - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Small - Blac","rating":2.9,"date":1458660721018},{"author":"nickname","text":"This Microsoft Band 2 Small - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Small - Blac","rating":1.5,"date":1458660721018},{"author":"nickname","text":"This Microsoft Band 2 Small - Blac was fantastic. I have never been so happy with a product before in my life as I was with the Microsoft Band 2 Small - Blac","rating":4.2,"date":1458660721018}]	Perfect for individuals OR families, this product , a Microsoft Band 2 Small - Blac, is an absolute bargain at £149.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	4
Fitbit Flex Wireless Wristband - Violet	59.99	http://argos.scene7.com/is/image/Argos/2497800_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Flex Wireless Wristband - Violet was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Wristband - Violet","rating":3.2,"date":1458660721018},{"author":"nickname","text":"This Fitbit Flex Wireless Wristband - Violet was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Wristband - Violet","rating":2.1,"date":1458660721018},{"author":"nickname","text":"This Fitbit Flex Wireless Wristband - Violet was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Wristband - Violet","rating":3.1,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Flex Wireless Wristband - Violet, is an absolute bargain at £59.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Charge HR Small Heart Rate Monitor Wristband - Black	99.99	http://argos.scene7.com/is/image/Argos/3976832_R_SET?$Listers$	3	[{"author":"nickname","text":"This Fitbit Charge HR Small Heart Rate Monitor Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Small Heart Rate Monitor Wristband - Black","rating":1,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge HR Small Heart Rate Monitor Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Small Heart Rate Monitor Wristband - Black","rating":2.1,"date":1458660721018},{"author":"nickname","text":"This Fitbit Charge HR Small Heart Rate Monitor Wristband - Black was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Charge HR Small Heart Rate Monitor Wristband - Black","rating":4.5,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Charge HR Small Heart Rate Monitor Wristband - Black, is an absolute bargain at £99.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
Fitbit Flex Wireless Activity and Sleep Wristband - Pink	59.99	http://argos.scene7.com/is/image/Argos/4267021_R_SET?$Listers$	2	[{"author":"nickname","text":"This Fitbit Flex Wireless Activity and Sleep Wristband - Pink was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Activity and Sleep Wristband - Pink","rating":2.2,"date":1458660721018},{"author":"nickname","text":"This Fitbit Flex Wireless Activity and Sleep Wristband - Pink was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Activity and Sleep Wristband - Pink","rating":3.9,"date":1458660721018},{"author":"nickname","text":"This Fitbit Flex Wireless Activity and Sleep Wristband - Pink was fantastic. I have never been so happy with a product before in my life as I was with the Fitbit Flex Wireless Activity and Sleep Wristband - Pink","rating":1.1,"date":1458660721018}]	Perfect for individuals OR families, this product , a Fitbit Flex Wireless Activity and Sleep Wristband - Pink, is an absolute bargain at £59.99. It is extremely reliable, made with high quality materials, and comes with a 5-year quality guarantee.	1
